SKU,Category,Size,Units in stock,Units sold (last 7/30/60 days),Days of inventory left,Dead stock flag,date
SKU-JAC-0027,jackets,XXL,0,2/4/12,0.0,N,2025-02-09
SKU-PAN-0028,pants,L,0,2/5/15,0.0,N,2025-02-09
SKU-TSH-0029,tshirts,L,0,0/3/7,0.0,N,2025-02-09
SKU-CRO-0030,croptops,XS,0,1/9/10,0.0,N,2025-02-09
SKU-JAC-0031,jackets,M,0,0/3/9,0.0,N,2025-02-09
SKU-TSH-0032,tshirts,XXL,0,1/3/15,0.0,N,2025-02-09
SKU-SHO-0033,shorts,L,0,0/3/5,0.0,N,2025-02-09
SKU-PAN-0034,pants,XS,0,2/11/19,0.0,N,2025-02-09
SKU-CRO-0035,croptops,L,0,1/2/8,0.0,N,2025-02-09
SKU-SHI-0036,shirts,M,0,1/6/8,0.0,N,2025-02-09
SKU-CRO-0037,croptops,XXL,0,1/2/5,0.0,N,2025-02-09
SKU-CRO-0038,croptops,XXL,0,2/4/7,0.0,N,2025-02-09
SKU-SHO-0039,shorts,XXL,0,0/2/12,0.0,N,2025-02-09
SKU-SHO-0040,shorts,XS,0,1/4/9,0.0,N,2025-02-09
SKU-TSH-0041,tshirts,L,16,0/3/5,160.0,N,2025-02-09
SKU-CRO-0042,croptops,S,0,2/4/6,0.0,N,2025-02-09
SKU-CRO-0043,croptops,XS,0,0/6/10,0.0,N,2025-02-09
SKU-JAC-0044,jackets,L,0,2/4/7,0.0,N,2025-02-09
SKU-SHI-0045,shirts,M,0,0/7/14,0.0,N,2025-02-09
SKU-JAC-0046,jackets,XL,3,0/0/7,999.0,N,2025-02-09
SKU-PAN-0047,pants,M,0,0/1/6,0.0,N,2025-02-09
SKU-CRO-0048,croptops,XL,0,0/2/3,0.0,N,2025-02-09
SKU-TSH-0049,tshirts,S,12,1/4/6,90.0,N,2025-02-09
SKU-SHO-0050,shorts,M,17,1/6/7,85.0,N,2025-02-09
SKU-SHI-0051,shirts,M,0,0/6/8,0.0,N,2025-02-09
SKU-SHI-0052,shirts,XL,0,1/3/4,0.0,N,2025-02-09
SKU-JAC-0053,jackets,XL,0,2/7/8,0.0,N,2025-02-09
SKU-SHI-0054,shirts,L,0,0/4/7,0.0,N,2025-02-09
SKU-JAC-0055,jackets,M,15,0/0/3,999.0,N,2025-02-09
SKU-SHI-0001,shirts,M,0,52/222/472,0.0,N,2025-02-16
SKU-PAN-0002,pants,XS,0,20/121/244,0.0,N,2025-02-16
SKU-SHI-0003,shirts,S,0,13/58/138,0.0,N,2025-02-16
SKU-TSH-0004,tshirts,XS,0,13/50/100,0.0,N,2025-02-16
SKU-CRO-0005,croptops,XXL,0,11/36/83,0.0,N,2025-02-16
SKU-SHI-0006,shirts,XS,0,4/27/64,0.0,N,2025-02-16
SKU-CRO-0007,croptops,XS,0,6/25/49,0.0,N,2025-02-16
SKU-PAN-0008,pants,M,0,7/19/58,0.0,N,2025-02-16
SKU-PAN-0009,pants,S,0,4/15/42,0.0,N,2025-02-16
SKU-TSH-0010,tshirts,M,0,6/20/43,0.0,N,2025-02-16
SKU-SHO-0011,shorts,M,0,4/11/24,0.0,N,2025-02-16
SKU-TSH-0012,tshirts,M,0,4/23/50,0.0,N,2025-02-16
SKU-SHI-0013,shirts,XS,0,2/11/22,0.0,N,2025-02-16
SKU-CRO-0014,croptops,XL,0,4/20/38,0.0,N,2025-02-16
SKU-SHI-0015,shirts,M,0,5/13/22,0.0,N,2025-02-16
SKU-PAN-0016,pants,XL,0,0/4/24,0.0,N,2025-02-16
SKU-SHI-0017,shirts,L,0,1/11/19,0.0,N,2025-02-16
SKU-PAN-0018,pants,L,0,2/14/25,0.0,N,2025-02-16
SKU-CRO-0019,croptops,L,0,2/10/19,0.0,N,2025-02-16
SKU-PAN-0020,pants,XXL,0,2/6/16,0.0,N,2025-02-16
SKU-PAN-0021,pants,M,0,3/7/15,0.0,N,2025-02-16
SKU-PAN-0022,pants,L,0,6/15/22,0.0,N,2025-02-16
SKU-SHO-0023,shorts,XS,0,0/6/13,0.0,N,2025-02-16
SKU-SHI-0024,shirts,L,0,2/5/12,0.0,N,2025-02-16
SKU-JAC-0025,jackets,L,0,1/8/15,0.0,N,2025-02-16
SKU-PAN-0026,pants,M,0,0/3/6,0.0,N,2025-02-16
SKU-JAC-0027,jackets,M,0,3/6/13,0.0,N,2025-02-16
SKU-PAN-0028,pants,S,0,0/5/12,0.0,N,2025-02-16
SKU-TSH-0029,tshirts,XS,0,0/1/4,0.0,N,2025-02-16
SKU-CRO-0030,croptops,L,0,1/9/11,0.0,N,2025-02-16
SKU-JAC-0031,jackets,S,0,2/4/9,0.0,N,2025-02-16
SKU-TSH-0032,tshirts,XL,0,2/5/15,0.0,N,2025-02-16
SKU-SHO-0033,shorts,M,0,1/2/6,0.0,N,2025-02-16
SKU-PAN-0034,pants,S,0,0/7/18,0.0,N,2025-02-16
SKU-CRO-0035,croptops,XXL,0,2/3/10,0.0,N,2025-02-16
SKU-SHI-0036,shirts,S,0,1/5/9,0.0,N,2025-02-16
SKU-CRO-0037,croptops,M,0,2/4/7,0.0,N,2025-02-16
SKU-CRO-0038,croptops,XXL,0,2/5/8,0.0,N,2025-02-16
SKU-SHO-0039,shorts,M,0,1/3/11,0.0,N,2025-02-16
SKU-SHO-0040,shorts,M,0,0/3/9,0.0,N,2025-02-16
SKU-TSH-0041,tshirts,XS,16,0/1/5,480.0,N,2025-02-16
SKU-CRO-0042,croptops,L,0,2/6/8,0.0,N,2025-02-16
SKU-CRO-0043,croptops,XXL,0,0/4/8,0.0,N,2025-02-16
SKU-JAC-0044,jackets,XXL,0,1/4/8,0.0,N,2025-02-16
SKU-SHI-0045,shirts,XL,0,2/8/14,0.0,N,2025-02-16
SKU-JAC-0046,jackets,M,3,0/0/6,999.0,N,2025-02-16
SKU-PAN-0047,pants,L,0,0/0/4,999.0,N,2025-02-16
SKU-CRO-0048,croptops,S,0,1/3/4,0.0,N,2025-02-16
SKU-TSH-0049,tshirts,L,12,0/4/5,90.0,N,2025-02-16
SKU-SHO-0050,shorts,L,16,1/5/8,96.0,N,2025-02-16
SKU-SHI-0051,shirts,XS,0,0/3/6,0.0,N,2025-02-16
SKU-SHI-0052,shirts,S,0,0/2/3,0.0,N,2025-02-16
SKU-JAC-0053,jackets,S,0,1/4/9,0.0,N,2025-02-16
SKU-SHI-0054,shirts,M,0,1/3/7,0.0,N,2025-02-16
SKU-JAC-0055,jackets,S,15,0/0/2,999.0,N,2025-02-16
SKU-SHI-0001,shirts,S,0,40/204/456,0.0,N,2025-02-23
SKU-PAN-0002,pants,M,0,25/111/238,0.0,N,2025-02-23
SKU-SHI-0003,shirts,L,0,17/59/130,0.0,N,2025-02-23
SKU-TSH-0004,tshirts,L,0,12/52/96,0.0,N,2025-02-23
SKU-CRO-0005,croptops,M,0,4/33/75,0.0,N,2025-02-23
SKU-SHI-0006,shirts,S,0,6/27/59,0.0,N,2025-02-23
SKU-CRO-0007,croptops,XL,0,6/23/50,0.0,N,2025-02-23
SKU-PAN-0008,pants,XXL,0,3/19/51,0.0,N,2025-02-23
SKU-PAN-0009,pants,XS,0,7/19/45,0.0,N,2025-02-23
SKU-TSH-0010,tshirts,S,0,2/14/38,0.0,N,2025-02-23
SKU-SHO-0011,shorts,M,0,3/12/27,0.0,N,2025-02-23
SKU-TSH-0012,tshirts,XL,0,4/19/48,0.0,N,2025-02-23
SKU-SHI-0013,shirts,L,0,5/14/23,0.0,N,2025-02-23
SKU-CRO-0014,croptops,XS,0,3/17/37,0.0,N,2025-02-23
SKU-SHI-0015,shirts,L,0,3/13/23,0.0,N,2025-02-23
SKU-PAN-0016,pants,L,0,1/4/16,0.0,N,2025-02-23
SKU-SHI-0017,shirts,M,0,1/7/18,0.0,N,2025-02-23
SKU-PAN-0018,pants,S,0,4/14/27,0.0,N,2025-02-23
SKU-CRO-0019,croptops,XXL,0,2/10/17,0.0,N,2025-02-23
SKU-PAN-0020,pants,XS,0,3/6/16,0.0,N,2025-02-23
SKU-PAN-0021,pants,L,0,1/7/13,0.0,N,2025-02-23
SKU-PAN-0022,pants,S,0,0/12/20,0.0,N,2025-02-23
SKU-SHO-0023,shorts,M,0,0/5/12,0.0,N,2025-02-23
SKU-SHI-0024,shirts,S,0,4/8/15,0.0,N,2025-02-23
SKU-JAC-0025,jackets,S,0,0/4/13,0.0,N,2025-02-23
SKU-PAN-0026,pants,XL,0,2/4/8,0.0,N,2025-02-23
SKU-JAC-0027,jackets,M,0,1/7/13,0.0,N,2025-02-23
SKU-PAN-0028,pants,S,0,1/6/8,0.0,N,2025-02-23
SKU-TSH-0029,tshirts,XXL,0,2/3/5,0.0,N,2025-02-23
SKU-CRO-0030,croptops,M,0,0/4/10,0.0,N,2025-02-23
SKU-JAC-0031,jackets,XXL,0,1/5/8,0.0,N,2025-02-23
SKU-TSH-0032,tshirts,XXL,0,2/6/14,0.0,N,2025-02-23
SKU-SHO-0033,shorts,M,0,1/3/5,0.0,N,2025-02-23
SKU-PAN-0034,pants,S,0,2/5/19,0.0,N,2025-02-23
SKU-CRO-0035,croptops,S,0,0/3/7,0.0,N,2025-02-23
SKU-SHI-0036,shirts,L,0,1/6/10,0.0,N,2025-02-23
SKU-CRO-0037,croptops,L,0,0/4/4,0.0,N,2025-02-23
SKU-CRO-0038,croptops,XXL,0,1/5/9,0.0,N,2025-02-23
SKU-SHO-0039,shorts,S,0,0/2/7,0.0,N,2025-02-23
SKU-SHO-0040,shorts,XS,0,0/2/5,0.0,N,2025-02-23
SKU-TSH-0041,tshirts,XL,14,2/2/6,210.0,N,2025-02-23
SKU-CRO-0042,croptops,M,0,1/5/8,0.0,N,2025-02-23
SKU-CRO-0043,croptops,XS,0,0/2/8,0.0,N,2025-02-23
SKU-JAC-0044,jackets,L,0,2/6/8,0.0,N,2025-02-23
SKU-SHI-0045,shirts,M,0,0/6/12,0.0,N,2025-02-23
SKU-JAC-0046,jackets,XL,2,1/1/5,60.0,N,2025-02-23
SKU-PAN-0047,pants,XS,0,0/0/4,999.0,N,2025-02-23
SKU-CRO-0048,croptops,L,0,1/2/4,0.0,N,2025-02-23
SKU-TSH-0049,tshirts,XS,12,0/2/5,180.0,N,2025-02-23
SKU-SHO-0050,shorts,L,15,1/5/9,90.0,N,2025-02-23
SKU-SHI-0051,shirts,XL,0,1/3/7,0.0,N,2025-02-23
SKU-SHI-0052,shirts,XXL,0,0/2/3,0.0,N,2025-02-23
SKU-JAC-0053,jackets,S,0,0/4/9,0.0,N,2025-02-23
SKU-SHI-0054,shirts,XXL,0,0/2/5,0.0,N,2025-02-23
SKU-JAC-0055,jackets,S,14,1/1/2,420.0,N,2025-02-23
SKU-SHI-0001,shirts,L,0,53/196/449,0.0,N,2025-03-02
SKU-PAN-0002,pants,XS,0,25/108/232,0.0,N,2025-03-02
SKU-SHI-0003,shirts,XS,0,20/64/131,0.0,N,2025-03-02
SKU-TSH-0004,tshirts,XS,0,10/50/94,0.0,N,2025-03-02
SKU-CRO-0005,croptops,L,0,8/36/70,0.0,N,2025-03-02
SKU-SHI-0006,shirts,S,0,10/27/61,0.0,N,2025-03-02
SKU-CRO-0007,croptops,XXL,0,6/27/50,0.0,N,2025-03-02
SKU-PAN-0008,pants,S,0,5/19/48,0.0,N,2025-03-02
SKU-PAN-0009,pants,L,0,3/18/44,0.0,N,2025-03-02
SKU-TSH-0010,tshirts,XS,0,3/14/38,0.0,N,2025-03-02
SKU-SHO-0011,shorts,L,0,1/9/23,0.0,N,2025-03-02
SKU-TSH-0012,tshirts,XXL,0,5/20/45,0.0,N,2025-03-02
SKU-SHI-0013,shirts,S,0,2/11/23,0.0,N,2025-03-02
SKU-CRO-0014,croptops,XL,0,1/12/31,0.0,N,2025-03-02
SKU-SHI-0015,shirts,XXL,0,6/17/25,0.0,N,2025-03-02
SKU-PAN-0016,pants,M,0,3/6/16,0.0,N,2025-03-02
SKU-SHI-0017,shirts,M,0,1/5/17,0.0,N,2025-03-02
SKU-PAN-0018,pants,L,0,4/15/27,0.0,N,2025-03-02
SKU-CRO-0019,croptops,M,0,1/6/17,0.0,N,2025-03-02
SKU-PAN-0020,pants,L,0,2/7/15,0.0,N,2025-03-02
SKU-PAN-0021,pants,XL,0,3/7/13,0.0,N,2025-03-02
SKU-PAN-0022,pants,S,0,1/11/20,0.0,N,2025-03-02
SKU-SHO-0023,shorts,L,0,2/5/13,0.0,N,2025-03-02
SKU-SHI-0024,shirts,XXL,0,1/8/15,0.0,N,2025-03-02
SKU-JAC-0025,jackets,XS,0,1/4/13,0.0,N,2025-03-02
SKU-PAN-0026,pants,L,0,4/6/12,0.0,N,2025-03-02
SKU-JAC-0027,jackets,L,0,3/10/15,0.0,N,2025-03-02
SKU-PAN-0028,pants,XS,0,1/4/7,0.0,N,2025-03-02
SKU-TSH-0029,tshirts,XXL,0,1/3/6,0.0,N,2025-03-02
SKU-CRO-0030,croptops,XL,0,1/3/11,0.0,N,2025-03-02
SKU-JAC-0031,jackets,S,0,0/3/7,0.0,N,2025-03-02
SKU-TSH-0032,tshirts,XS,0,0/6/10,0.0,N,2025-03-02
SKU-SHO-0033,shorts,XL,0,1/3/6,0.0,N,2025-03-02
SKU-PAN-0034,pants,XXL,0,1/5/17,0.0,N,2025-03-02
SKU-CRO-0035,croptops,XS,0,4/7/10,0.0,N,2025-03-02
SKU-SHI-0036,shirts,XS,0,1/4/10,0.0,N,2025-03-02
SKU-CRO-0037,croptops,XL,0,0/3/4,0.0,N,2025-03-02
SKU-CRO-0038,croptops,XS,0,0/5/9,0.0,N,2025-03-02
SKU-SHO-0039,shorts,XL,0,1/2/5,0.0,N,2025-03-02
SKU-SHO-0040,shorts,XS,0,1/2/6,0.0,N,2025-03-02
SKU-TSH-0041,tshirts,XL,13,1/3/6,130.0,N,2025-03-02
SKU-CRO-0042,croptops,M,0,0/5/8,0.0,N,2025-03-02
SKU-CRO-0043,croptops,XL,0,0/1/7,0.0,N,2025-03-02
SKU-JAC-0044,jackets,L,0,1/6/9,0.0,N,2025-03-02
SKU-SHI-0045,shirts,L,0,0/2/11,0.0,N,2025-03-02
SKU-JAC-0046,jackets,M,2,0/1/3,60.0,N,2025-03-02
SKU-PAN-0047,pants,XS,0,0/0/1,999.0,N,2025-03-02
SKU-CRO-0048,croptops,L,0,0/2/4,0.0,N,2025-03-02
SKU-TSH-0049,tshirts,XS,11,1/2/6,165.0,N,2025-03-02
SKU-SHO-0050,shorts,XL,15,0/4/9,112.5,N,2025-03-02
SKU-SHI-0051,shirts,M,0,1/4/8,0.0,N,2025-03-02
SKU-SHI-0052,shirts,M,0,1/2/4,0.0,N,2025-03-02
SKU-JAC-0053,jackets,M,0,4/7/12,0.0,N,2025-03-02
SKU-SHI-0054,shirts,L,0,0/1/5,0.0,N,2025-03-02
SKU-JAC-0055,jackets,XS,14,0/1/1,420.0,N,2025-03-02
SKU-SHI-0001,shirts,XXL,0,67/224/454,0.0,N,2025-03-09
SKU-PAN-0002,pants,XS,0,28/103/228,0.0,N,2025-03-09
SKU-SHI-0003,shirts,XXL,0,10/63/120,0.0,N,2025-03-09
SKU-TSH-0004,tshirts,L,0,13/51/94,0.0,N,2025-03-09
SKU-CRO-0005,croptops,S,0,11/38/72,0.0,N,2025-03-09
SKU-SHI-0006,shirts,XS,0,11/32/69,0.0,N,2025-03-09
SKU-CRO-0007,croptops,M,0,7/26/49,0.0,N,2025-03-09
SKU-PAN-0008,pants,L,0,6/22/44,0.0,N,2025-03-09
SKU-PAN-0009,pants,S,0,3/18/39,0.0,N,2025-03-09
SKU-TSH-0010,tshirts,M,0,8/19/40,0.0,N,2025-03-09
SKU-SHO-0011,shorts,XS,0,5/13/25,0.0,N,2025-03-09
SKU-TSH-0012,tshirts,XXL,0,1/15/39,0.0,N,2025-03-09
SKU-SHI-0013,shirts,L,0,0/10/22,0.0,N,2025-03-09
SKU-CRO-0014,croptops,M,0,3/12/32,0.0,N,2025-03-09
SKU-SHI-0015,shirts,M,0,4/18/27,0.0,N,2025-03-09
SKU-PAN-0016,pants,M,0,1/5/14,0.0,N,2025-03-09
SKU-SHI-0017,shirts,S,0,1/4/17,0.0,N,2025-03-09
SKU-PAN-0018,pants,L,0,1/12/25,0.0,N,2025-03-09
SKU-CRO-0019,croptops,L,0,1/6/17,0.0,N,2025-03-09
SKU-PAN-0020,pants,XS,0,3/10/17,0.0,N,2025-03-09
SKU-PAN-0021,pants,XL,0,3/10/15,0.0,N,2025-03-09
SKU-PAN-0022,pants,XXL,0,4/11/23,0.0,N,2025-03-09
SKU-SHO-0023,shorts,XS,0,2/5/11,0.0,N,2025-03-09
SKU-SHI-0024,shirts,S,0,2/9/15,0.0,N,2025-03-09
SKU-JAC-0025,jackets,XXL,0,2/5/14,0.0,N,2025-03-09
SKU-PAN-0026,pants,L,0,3/9/13,0.0,N,2025-03-09
SKU-JAC-0027,jackets,S,0,1/10/14,0.0,N,2025-03-09
SKU-PAN-0028,pants,XXL,0,2/6/9,0.0,N,2025-03-09
SKU-TSH-0029,tshirts,XXL,0,2/5/8,0.0,N,2025-03-09
SKU-CRO-0030,croptops,M,0,1/3/12,0.0,N,2025-03-09
SKU-JAC-0031,jackets,M,0,3/6/9,0.0,N,2025-03-09
SKU-TSH-0032,tshirts,L,0,4/9/11,0.0,N,2025-03-09
SKU-SHO-0033,shorts,XL,0,0/3/6,0.0,N,2025-03-09
SKU-PAN-0034,pants,S,0,1/4/15,0.0,N,2025-03-09
SKU-CRO-0035,croptops,XL,0,1/7/9,0.0,N,2025-03-09
SKU-SHI-0036,shirts,XS,0,2/5/11,0.0,N,2025-03-09
SKU-CRO-0037,croptops,L,0,1/3/5,0.0,N,2025-03-09
SKU-CRO-0038,croptops,S,0,0/3/7,0.0,N,2025-03-09
SKU-SHO-0039,shorts,L,0,0/2/5,0.0,N,2025-03-09
SKU-SHO-0040,shorts,XL,0,0/1/5,0.0,N,2025-03-09
SKU-TSH-0041,tshirts,XXL,12,1/4/7,90.0,N,2025-03-09
SKU-CRO-0042,croptops,M,0,1/5/8,0.0,N,2025-03-09
SKU-CRO-0043,croptops,S,0,0/0/6,999.0,N,2025-03-09
SKU-JAC-0044,jackets,S,0,0/4/8,0.0,N,2025-03-09
SKU-SHI-0045,shirts,XL,0,1/3/12,0.0,N,2025-03-09
SKU-JAC-0046,jackets,S,2,0/1/1,60.0,N,2025-03-09
SKU-PAN-0047,pants,M,0,0/0/1,999.0,N,2025-03-09
SKU-CRO-0048,croptops,XL,0,1/3/5,0.0,N,2025-03-09
SKU-TSH-0049,tshirts,XS,11,0/1/5,330.0,N,2025-03-09
SKU-SHO-0050,shorts,XXL,15,0/2/8,225.0,N,2025-03-09
SKU-SHI-0051,shirts,L,0,0/2/8,0.0,N,2025-03-09
SKU-SHI-0052,shirts,XXL,0,2/3/6,0.0,N,2025-03-09
SKU-JAC-0053,jackets,L,0,2/7/14,0.0,N,2025-03-09
SKU-SHI-0054,shirts,XS,0,1/2/6,0.0,N,2025-03-09
SKU-JAC-0055,jackets,M,13,1/2/2,195.0,N,2025-03-09
SKU-SHI-0001,shirts,XXL,0,80/256/476,0.0,N,2025-03-16
SKU-PAN-0002,pants,L,0,35/118/239,0.0,N,2025-03-16
SKU-SHI-0003,shirts,XL,0,24/77/132,0.0,N,2025-03-16
SKU-TSH-0004,tshirts,XXL,0,19/59/106,0.0,N,2025-03-16
SKU-CRO-0005,croptops,XXL,0,13/40/74,0.0,N,2025-03-16
SKU-SHI-0006,shirts,XXL,0,11/38/68,0.0,N,2025-03-16
SKU-CRO-0007,croptops,M,0,10/30/55,0.0,N,2025-03-16
SKU-PAN-0008,pants,S,0,5/21/39,0.0,N,2025-03-16
SKU-PAN-0009,pants,XXL,0,4/18/35,0.0,N,2025-03-16
SKU-TSH-0010,tshirts,XL,0,4/19/38,0.0,N,2025-03-16
SKU-SHO-0011,shorts,XL,0,5/15/26,0.0,N,2025-03-16
SKU-TSH-0012,tshirts,S,0,2/13/37,0.0,N,2025-03-16
SKU-SHI-0013,shirts,L,0,4/12/24,0.0,N,2025-03-16
SKU-CRO-0014,croptops,XXL,0,2/10/31,0.0,N,2025-03-16
SKU-SHI-0015,shirts,L,0,5/21/31,0.0,N,2025-03-16
SKU-PAN-0016,pants,XXL,0,4/9/16,0.0,N,2025-03-16
SKU-SHI-0017,shirts,XXL,0,2/5/16,0.0,N,2025-03-16
SKU-PAN-0018,pants,L,0,3/12/27,0.0,N,2025-03-16
SKU-CRO-0019,croptops,M,0,2/7/17,0.0,N,2025-03-16
SKU-PAN-0020,pants,M,0,2/10/17,0.0,N,2025-03-16
SKU-PAN-0021,pants,XL,0,3/11/17,0.0,N,2025-03-16
SKU-PAN-0022,pants,XL,0,3/10/24,0.0,N,2025-03-16
SKU-SHO-0023,shorts,XS,0,5/9/15,0.0,N,2025-03-16
SKU-SHI-0024,shirts,L,0,2/9/14,0.0,N,2025-03-16
SKU-JAC-0025,jackets,XS,0,1/4/12,0.0,N,2025-03-16
SKU-PAN-0026,pants,XS,0,1/10/13,0.0,N,2025-03-16
SKU-JAC-0027,jackets,XL,0,0/5/11,0.0,N,2025-03-16
SKU-PAN-0028,pants,S,0,2/6/11,0.0,N,2025-03-16
SKU-TSH-0029,tshirts,XS,0,4/9/10,0.0,N,2025-03-16
SKU-CRO-0030,croptops,L,0,2/4/14,0.0,N,2025-03-16
SKU-JAC-0031,jackets,XXL,0,0/5/8,0.0,N,2025-03-16
SKU-TSH-0032,tshirts,L,0,0/7/11,0.0,N,2025-03-16
SKU-SHO-0033,shorts,M,0,1/4/5,0.0,N,2025-03-16
SKU-PAN-0034,pants,XL,0,0/4/12,0.0,N,2025-03-16
SKU-CRO-0035,croptops,M,0,3/10/11,0.0,N,2025-03-16
SKU-SHI-0036,shirts,L,0,1/5/10,0.0,N,2025-03-16
SKU-CRO-0037,croptops,XXL,0,3/5/8,0.0,N,2025-03-16
SKU-CRO-0038,croptops,XS,0,1/3/7,0.0,N,2025-03-16
SKU-SHO-0039,shorts,XL,0,3/4/7,0.0,N,2025-03-16
SKU-SHO-0040,shorts,XXL,0,0/1/4,0.0,N,2025-03-16
SKU-TSH-0041,tshirts,XL,12,0/4/6,90.0,N,2025-03-16
SKU-CRO-0042,croptops,XL,0,2/6/10,0.0,N,2025-03-16
SKU-CRO-0043,croptops,XXL,0,1/1/5,0.0,N,2025-03-16
SKU-JAC-0044,jackets,XL,0,2/5/10,0.0,N,2025-03-16
SKU-SHI-0045,shirts,XS,0,0/3/9,0.0,N,2025-03-16
SKU-JAC-0046,jackets,XL,2,0/1/1,60.0,N,2025-03-16
SKU-PAN-0047,pants,XXL,0,0/0/1,999.0,N,2025-03-16
SKU-CRO-0048,croptops,L,0,1/3/6,0.0,N,2025-03-16
SKU-TSH-0049,tshirts,XXL,10,1/2/6,150.0,N,2025-03-16
SKU-SHO-0050,shorts,S,15,0/1/7,450.0,N,2025-03-16
SKU-SHI-0051,shirts,S,0,0/2/6,0.0,N,2025-03-16
SKU-SHI-0052,shirts,L,0,1/4/6,0.0,N,2025-03-16
SKU-JAC-0053,jackets,XS,0,1/7/12,0.0,N,2025-03-16
SKU-SHI-0054,shirts,S,0,1/2/6,0.0,N,2025-03-16
SKU-JAC-0055,jackets,M,12,1/3/3,120.0,N,2025-03-16
SKU-SHI-0001,shirts,L,0,60/277/476,0.0,N,2025-03-23
SKU-PAN-0002,pants,XXL,0,38/134/248,0.0,N,2025-03-23
SKU-SHI-0003,shirts,XS,0,31/88/148,0.0,N,2025-03-23
SKU-TSH-0004,tshirts,XL,0,16/65/112,0.0,N,2025-03-23
SKU-CRO-0005,croptops,XXL,0,11/44/76,0.0,N,2025-03-23
SKU-SHI-0006,shirts,L,0,9/43/69,0.0,N,2025-03-23
SKU-CRO-0007,croptops,XS,0,6/32/54,0.0,N,2025-03-23
SKU-PAN-0008,pants,XS,0,11/28/47,0.0,N,2025-03-23
SKU-PAN-0009,pants,XXL,0,6/19/36,0.0,N,2025-03-23
SKU-TSH-0010,tshirts,M,0,6/22/38,0.0,N,2025-03-23
SKU-SHO-0011,shorts,XXL,0,6/18/29,0.0,N,2025-03-23
SKU-TSH-0012,tshirts,XS,0,1/10/32,0.0,N,2025-03-23
SKU-SHI-0013,shirts,M,0,4/11/26,0.0,N,2025-03-23
SKU-CRO-0014,croptops,XS,0,6/13/30,0.0,N,2025-03-23
SKU-SHI-0015,shirts,S,0,2/18/31,0.0,N,2025-03-23
SKU-PAN-0016,pants,XXL,0,7/15/19,0.0,N,2025-03-23
SKU-SHI-0017,shirts,XS,0,1/6/13,0.0,N,2025-03-23
SKU-PAN-0018,pants,XXL,0,3/13/26,0.0,N,2025-03-23
SKU-CRO-0019,croptops,L,0,2/7/17,0.0,N,2025-03-23
SKU-PAN-0020,pants,XL,0,3/13/17,0.0,N,2025-03-23
SKU-PAN-0021,pants,XS,0,1/10/17,0.0,N,2025-03-23
SKU-PAN-0022,pants,S,0,0/8/21,0.0,N,2025-03-23
SKU-SHO-0023,shorts,M,0,1/10/15,0.0,N,2025-03-23
SKU-SHI-0024,shirts,L,0,4/12/17,0.0,N,2025-03-23
SKU-JAC-0025,jackets,XL,0,4/8/13,0.0,N,2025-03-23
SKU-PAN-0026,pants,XXL,0,0/8/12,0.0,N,2025-03-23
SKU-JAC-0027,jackets,XXL,0,2/7/13,0.0,N,2025-03-23
SKU-PAN-0028,pants,L,0,4/9/15,0.0,N,2025-03-23
SKU-TSH-0029,tshirts,L,0,0/8/10,0.0,N,2025-03-23
SKU-CRO-0030,croptops,M,0,4/8/14,0.0,N,2025-03-23
SKU-JAC-0031,jackets,S,0,1/5/9,0.0,N,2025-03-23
SKU-TSH-0032,tshirts,XS,0,2/7/12,0.0,N,2025-03-23
SKU-SHO-0033,shorts,XXL,0,2/4/7,0.0,N,2025-03-23
SKU-PAN-0034,pants,XL,0,2/4/10,0.0,N,2025-03-23
SKU-CRO-0035,croptops,L,0,0/8/11,0.0,N,2025-03-23
SKU-SHI-0036,shirts,XL,0,1/5/11,0.0,N,2025-03-23
SKU-CRO-0037,croptops,XL,0,2/6/10,0.0,N,2025-03-23
SKU-CRO-0038,croptops,XXL,0,0/1/6,0.0,N,2025-03-23
SKU-SHO-0039,shorts,S,0,2/6/8,0.0,N,2025-03-23
SKU-SHO-0040,shorts,XL,0,2/3/5,0.0,N,2025-03-23
SKU-TSH-0041,tshirts,L,12,0/2/4,180.0,N,2025-03-23
SKU-CRO-0042,croptops,XXL,0,0/4/9,0.0,N,2025-03-23
SKU-CRO-0043,croptops,L,0,3/4/6,0.0,N,2025-03-23
SKU-JAC-0044,jackets,XL,0,0/4/9,0.0,N,2025-03-23
SKU-SHI-0045,shirts,XL,0,0/1/7,0.0,N,2025-03-23
SKU-JAC-0046,jackets,XS,2,0/1/1,60.0,N,2025-03-23
SKU-PAN-0047,pants,M,0,2/2/2,0.0,N,2025-03-23
SKU-CRO-0048,croptops,XXL,0,0/2/4,0.0,N,2025-03-23
SKU-TSH-0049,tshirts,XXL,10,0/2/4,150.0,N,2025-03-23
SKU-SHO-0050,shorts,XXL,14,1/2/7,210.0,N,2025-03-23
SKU-SHI-0051,shirts,L,0,3/4/7,0.0,N,2025-03-23
SKU-SHI-0052,shirts,M,0,0/4/6,0.0,N,2025-03-23
SKU-JAC-0053,jackets,XXL,0,1/8/12,0.0,N,2025-03-23
SKU-SHI-0054,shirts,XS,0,1/3/5,0.0,N,2025-03-23
SKU-JAC-0055,jackets,M,11,1/4/4,82.5,N,2025-03-23
SKU-SHI-0001,shirts,XL,0,58/288/483,0.0,N,2025-03-30
SKU-PAN-0002,pants,L,0,32/141/249,0.0,N,2025-03-30
